from,to,value
4389.0,4691.0,1.0
4389.0,4961.0,1.0
4389.0,3367.0,1.0
4389.0,3372.0,1.0
4390.0,1677.0,1.0
4391.0,424.0,1.0
4392.0,780.0,1.0
4392.0,0.0,1.0
4393.0,3437.0,1.0
4394.0,4607.0,1.0
4395.0,1063.0,1.0
4396.0,971.0,1.0
4396.0,791.0,1.0
4398.0,3686.0,1.0
4399.0,3549.0,1.0
4399.0,1382.0,1.0
4399.0,6928.0,1.0
4399.0,2392.0,1.0
4399.0,1829.0,1.0
4400.0,4266.0,1.0
4402.0,2333.0,1.0
4404.0,1718.0,1.0
4404.0,1790.0,1.0
4404.0,2378.0,1.0
4404.0,1618.0,1.0
4404.0,4407.0,1.0
4404.0,3108.0,1.0
4404.0,1345.0,1.0
4404.0,1316.0,1.0
4404.0,3043.0,1.0
4404.0,1582.0,1.0
4404.0,1516.0,1.0
4404.0,2341.0,1.0
4404.0,5065.0,1.0
4404.0,1748.0,1.0
4404.0,1686.0,1.0
4404.0,3152.0,1.0
4404.0,2250.0,1.0
4404.0,1487.0,1.0
4404.0,1767.0,1.0
4404.0,2283.0,1.0
4404.0,2560.0,1.0
4405.0,5469.0,1.0
4405.0,1739.0,1.0
4405.0,1128.0,1.0
4405.0,5575.0,1.0
4405.0,2346.0,1.0
4405.0,4417.0,1.0
4405.0,1759.0,1.0
4405.0,1747.0,1.0
4405.0,4421.0,1.0
4405.0,2018.0,1.0
4405.0,3262.0,1.0
4405.0,2690.0,1.0
4405.0,2046.0,1.0
4405.0,2363.0,1.0
4405.0,5917.0,1.0
4405.0,1225.0,1.0
4406.0,2378.0,1.0
4406.0,4140.0,1.0
4406.0,2685.0,1.0
4406.0,3386.0,1.0
4406.0,1739.0,1.0
4406.0,3727.0,1.0
4406.0,1487.0,1.0
4406.0,3729.0,1.0
4406.0,1496.0,1.0
4406.0,3155.0,1.0
4406.0,2250.0,1.0
4406.0,1312.0,1.0
4406.0,2018.0,1.0
4406.0,2574.0,1.0
4406.0,2354.0,1.0
4406.0,4001.0,1.0
4406.0,1767.0,1.0
4406.0,2351.0,1.0
4406.0,3738.0,1.0
4406.0,2332.0,1.0
4406.0,2032.0,1.0
4406.0,1599.0,1.0
4406.0,5414.0,1.0
4406.0,5084.0,1.0
4406.0,4408.0,1.0
4406.0,5033.0,1.0
4406.0,4321.0,1.0
4406.0,2352.0,1.0
4406.0,3118.0,1.0
4406.0,5528.0,1.0
4406.0,2725.0,1.0
4406.0,1746.0,1.0
4406.0,3117.0,1.0
4406.0,2242.0,1.0
4406.0,2549.0,1.0
4406.0,2670.0,1.0
4407.0,670.0,1.0
4407.0,551.0,1.0
4407.0,1017.0,1.0
4407.0,1790.0,1.0
4407.0,1342.0,1.0
4407.0,5013.0,1.0
4407.0,4404.0,1.0
4407.0,2556.0,1.0
4407.0,2239.0,1.0
4407.0,4867.0,1.0
4407.0,1618.0,1.0
4407.0,1128.0,1.0
4407.0,1767.0,1.0
4407.0,4994.0,1.0
4407.0,6929.0,1.0
4407.0,2362.0,1.0
4407.0,2557.0,1.0
4407.0,4325.0,1.0
4407.0,2365.0,1.0
4407.0,2001.0,1.0
4408.0,1160.0,1.0
4408.0,5364.0,1.0
4408.0,3970.0,1.0
4408.0,1758.0,1.0
4408.0,2338.0,1.0
4408.0,2243.0,1.0
4408.0,4406.0,1.0
4408.0,2352.0,1.0
4408.0,2246.0,1.0
4408.0,3115.0,1.0
4408.0,5436.0,1.0
4408.0,3384.0,1.0
4408.0,2670.0,1.0
4408.0,3222.0,1.0
4408.0,2560.0,1.0
4409.0,1162.0,1.0
4410.0,6872.0,1.0
4411.0,3482.0,1.0
4411.0,4593.0,1.0
4411.0,6395.0,1.0
4411.0,3864.0,1.0
4411.0,6930.0,1.0
4411.0,5286.0,1.0
4411.0,4345.0,1.0
4411.0,5287.0,1.0
4411.0,2898.0,1.0
4411.0,2279.0,1.0
4411.0,5862.0,1.0
4411.0,6931.0,1.0
4411.0,5282.0,1.0
4411.0,3413.0,1.0
4412.0,3038.0,1.0
4412.0,1481.0,1.0
4412.0,5538.0,1.0
4412.0,4640.0,1.0
4412.0,2066.0,1.0
4412.0,3031.0,1.0
4412.0,2025.0,1.0
4412.0,4274.0,1.0
4412.0,1318.0,1.0
4412.0,4931.0,1.0
4412.0,1695.0,1.0
4412.0,1313.0,1.0
4412.0,1518.0,1.0
4413.0,1331.0,1.0
4413.0,6885.0,1.0
4413.0,3618.0,1.0
4413.0,1501.0,1.0
4413.0,2723.0,1.0
4413.0,3233.0,1.0
4413.0,3116.0,1.0
4413.0,5896.0,1.0
4413.0,2808.0,1.0
4413.0,6932.0,1.0
4413.0,6413.0,1.0
4414.0,69.0,1.0
4414.0,2186.0,1.0
4414.0,4859.0,1.0
4414.0,3571.0,1.0
4414.0,1282.0,1.0
4414.0,1198.0,1.0
4414.0,5681.0,1.0
4414.0,1493.0,1.0
4414.0,1313.0,1.0
4414.0,5224.0,1.0
4414.0,4372.0,1.0
4414.0,1636.0,1.0
4414.0,1712.0,1.0
4414.0,1497.0,1.0
4414.0,1492.0,1.0
4414.0,1758.0,1.0
4414.0,4649.0,1.0
4414.0,2511.0,1.0
4414.0,1686.0,1.0
4414.0,1331.0,1.0
4414.0,1342.0,1.0
4414.0,1499.0,1.0
4414.0,1378.0,1.0
4414.0,2229.0,1.0
4414.0,3554.0,1.0
4414.0,1974.0,1.0
4414.0,4487.0,1.0
4414.0,1322.0,1.0
4414.0,5142.0,1.0
4414.0,1294.0,1.0
4414.0,1732.0,1.0
4414.0,3386.0,1.0
4415.0,1739.0,1.0
4415.0,2059.0,1.0
4415.0,4487.0,1.0
4415.0,2342.0,1.0
4415.0,3262.0,1.0
4415.0,3745.0,1.0
4415.0,3257.0,1.0
4415.0,5083.0,1.0
4415.0,2032.0,1.0
4415.0,2675.0,1.0
4415.0,2690.0,1.0
4415.0,2003.0,1.0
4417.0,4405.0,1.0
4417.0,3108.0,1.0
4417.0,2046.0,1.0
4417.0,2363.0,1.0
4417.0,3173.0,1.0
4417.0,1199.0,1.0
4417.0,4821.0,1.0
4417.0,3002.0,1.0
4417.0,2733.0,1.0
4417.0,4163.0,1.0
4418.0,5541.0,1.0
4419.0,6615.0,1.0
4419.0,4489.0,1.0
4419.0,4325.0,1.0
4420.0,2016.0,1.0
4420.0,3259.0,1.0
4420.0,2572.0,1.0
4420.0,3156.0,1.0
4421.0,4618.0,1.0
4421.0,2637.0,1.0
4421.0,1324.0,1.0
4421.0,1512.0,1.0
4421.0,4405.0,1.0
4421.0,5528.0,1.0
4421.0,2050.0,1.0
4421.0,1686.0,1.0
4421.0,5569.0,1.0
4421.0,2242.0,1.0
4421.0,2236.0,1.0
4422.0,85.0,1.0
4423.0,866.0,1.0
4424.0,867.0,1.0
4425.0,289.0,1.0
4425.0,591.0,1.0
4426.0,964.0,1.0
4428.0,3259.0,1.0
4429.0,4428.0,1.0
4429.0,874.0,1.0
4430.0,1050.0,1.0
4430.0,1162.0,1.0
4430.0,1161.0,1.0
4430.0,1027.0,1.0
4431.0,4815.0,1.0
4432.0,6935.0,1.0
4433.0,4893.0,1.0
4434.0,3463.0,1.0
4434.0,877.0,1.0
4435.0,121.0,1.0
4435.0,262.0,1.0
4435.0,2402.0,1.0
4435.0,3363.0,1.0
4435.0,6759.0,1.0
4436.0,2628.0,1.0
4436.0,2601.0,1.0
4436.0,1816.0,1.0
4437.0,889.0,1.0
4438.0,4193.0,1.0
4438.0,1110.0,1.0
4438.0,4099.0,1.0
4438.0,889.0,1.0
4439.0,889.0,1.0
4439.0,2502.0,1.0
4440.0,6936.0,1.0
4440.0,889.0,1.0
4441.0,890.0,1.0
4442.0,890.0,1.0
4444.0,890.0,1.0
4444.0,1004.0,1.0
4445.0,894.0,1.0
4446.0,6584.0,1.0
4446.0,2718.0,1.0
4446.0,2399.0,1.0
4446.0,896.0,1.0
4446.0,5935.0,1.0
4447.0,1831.0,1.0
4447.0,1743.0,1.0
4447.0,6064.0,1.0
4447.0,2466.0,1.0
4448.0,3803.0,1.0
4448.0,896.0,1.0
4448.0,2954.0,1.0
4448.0,2814.0,1.0
4448.0,3180.0,1.0
4448.0,2783.0,1.0
4448.0,3797.0,1.0
4449.0,4096.0,1.0
4449.0,1747.0,1.0
4449.0,3230.0,1.0
4449.0,1325.0,1.0
4449.0,2765.0,1.0
4449.0,2771.0,1.0
4449.0,2840.0,1.0
4449.0,896.0,1.0
4449.0,1268.0,1.0
4449.0,6091.0,1.0
4449.0,4447.0,1.0
4450.0,1685.0,1.0
4450.0,4125.0,1.0
4450.0,1728.0,1.0
4450.0,2547.0,1.0
4450.0,1759.0,1.0
4450.0,2234.0,1.0
4450.0,2239.0,1.0
4450.0,3392.0,1.0
4450.0,1757.0,1.0
4450.0,1746.0,1.0
4450.0,2685.0,1.0
4450.0,2995.0,1.0
4450.0,3211.0,1.0
4450.0,5222.0,1.0
4450.0,2706.0,1.0
4450.0,2574.0,1.0
4450.0,2751.0,1.0
4450.0,3771.0,1.0
4450.0,3777.0,1.0
4450.0,4693.0,1.0
4450.0,2939.0,1.0
4450.0,2793.0,1.0
4450.0,3364.0,1.0
4450.0,3798.0,1.0
4450.0,2799.0,1.0
4450.0,896.0,1.0
4450.0,3854.0,1.0
4450.0,2746.0,1.0
4450.0,2017.0,1.0
4450.0,3749.0,1.0
4450.0,3407.0,1.0
4450.0,2158.0,1.0
4450.0,2810.0,1.0
4450.0,2439.0,1.0
4450.0,4966.0,1.0
4450.0,2843.0,1.0
4450.0,4012.0,1.0
4450.0,6069.0,1.0
4450.0,3881.0,1.0
4450.0,3416.0,1.0
4450.0,5471.0,1.0
4450.0,2923.0,1.0
4452.0,896.0,1.0
4452.0,6360.0,1.0
4452.0,2814.0,1.0
4452.0,3801.0,1.0
4453.0,65.0,1.0
4453.0,898.0,1.0
4454.0,898.0,1.0
4454.0,5438.0,1.0
4454.0,4700.0,1.0
4454.0,4880.0,1.0
4454.0,3145.0,1.0
4454.0,3144.0,1.0
4455.0,1378.0,1.0
4455.0,898.0,1.0
4455.0,2101.0,1.0
4455.0,6364.0,1.0
4455.0,6413.0,1.0
4456.0,2206.0,1.0
4456.0,1998.0,1.0
4457.0,1190.0,1.0
4457.0,5089.0,1.0
4457.0,898.0,1.0
4457.0,3677.0,1.0
4457.0,1313.0,1.0
4457.0,5137.0,1.0
4458.0,2090.0,1.0
4458.0,2978.0,1.0
4458.0,4898.0,1.0
4459.0,588.0,1.0
4459.0,905.0,1.0
4459.0,1060.0,1.0
4460.0,909.0,1.0
4460.0,2301.0,1.0
4462.0,1364.0,1.0
4463.0,1680.0,1.0
4463.0,1468.0,1.0
4464.0,2312.0,1.0
4465.0,1291.0,1.0
4466.0,5018.0,1.0
4466.0,3722.0,1.0
4466.0,1102.0,1.0
4466.0,1336.0,1.0
4466.0,1352.0,1.0
4466.0,4174.0,1.0
4466.0,1351.0,1.0
4466.0,2504.0,1.0
4467.0,1484.0,1.0
4467.0,3763.0,1.0
4467.0,1747.0,1.0
4467.0,1599.0,1.0
4467.0,1513.0,1.0
4467.0,1744.0,1.0
4468.0,5111.0,1.0
4469.0,4696.0,1.0
4470.0,5768.0,1.0
4470.0,4775.0,1.0
4470.0,6937.0,1.0
4470.0,5943.0,1.0
4470.0,6938.0,1.0
4470.0,6939.0,1.0
4471.0,6736.0,1.0
4471.0,5949.0,1.0
4472.0,2739.0,1.0
4472.0,2412.0,1.0
4472.0,6618.0,1.0
4472.0,1990.0,1.0
4472.0,4701.0,1.0
4473.0,3814.0,1.0
4473.0,4766.0,1.0
4473.0,6314.0,1.0
4473.0,3009.0,1.0
4473.0,4829.0,1.0
4473.0,3843.0,1.0
4474.0,1162.0,1.0
4474.0,3779.0,1.0
4474.0,6008.0,1.0
4474.0,5588.0,1.0
4474.0,5350.0,1.0
4474.0,2797.0,1.0
4474.0,4038.0,1.0
4474.0,5950.0,1.0
4474.0,5928.0,1.0
4474.0,6825.0,1.0
4474.0,3843.0,1.0
4474.0,3867.0,1.0
4474.0,4719.0,1.0
4474.0,6001.0,1.0
4474.0,6397.0,1.0
4475.0,4645.0,1.0
4475.0,3221.0,1.0
4475.0,2285.0,1.0
4476.0,700.0,1.0
4477.0,602.0,1.0
4478.0,1372.0,1.0
4479.0,1817.0,1.0
4480.0,2197.0,1.0
4480.0,3992.0,1.0
4480.0,1442.0,1.0
4481.0,2502.0,1.0
4481.0,4910.0,1.0
4483.0,3205.0,1.0
4483.0,1477.0,1.0
4483.0,3261.0,1.0
4483.0,3135.0,1.0
4483.0,3165.0,1.0
4483.0,3755.0,1.0
4483.0,3231.0,1.0
4483.0,2164.0,1.0
4483.0,2925.0,1.0
4484.0,1942.0,1.0
4484.0,1657.0,1.0
4484.0,5070.0,1.0
4484.0,1342.0,1.0
4484.0,1334.0,1.0
4484.0,1695.0,1.0
4484.0,1712.0,1.0
4485.0,952.0,1.0
4486.0,4026.0,1.0
4486.0,952.0,1.0
4486.0,4625.0,1.0
4486.0,1280.0,1.0
4487.0,2984.0,1.0
4487.0,1336.0,1.0
4487.0,5063.0,1.0
4488.0,2234.0,1.0
4489.0,1739.0,1.0
4489.0,2345.0,1.0
4489.0,2341.0,1.0
4489.0,3731.0,1.0
4489.0,3386.0,1.0
4489.0,1767.0,1.0
4489.0,2360.0,1.0
4489.0,3558.0,1.0
4489.0,3111.0,1.0
4489.0,3121.0,1.0
4489.0,5436.0,1.0
4489.0,4325.0,1.0
4489.0,4419.0,1.0
4489.0,2046.0,1.0
4489.0,6615.0,1.0
4491.0,1353.0,1.0
4491.0,1930.0,1.0
4491.0,2094.0,1.0
4491.0,3031.0,1.0
4491.0,5072.0,1.0
4491.0,954.0,1.0
4491.0,5096.0,1.0
4491.0,4931.0,1.0
4491.0,5848.0,1.0
4491.0,5469.0,1.0
4491.0,2348.0,1.0
4491.0,2239.0,1.0
4491.0,2661.0,1.0
4491.0,4405.0,1.0
4491.0,3094.0,1.0
4491.0,2245.0,1.0
4491.0,3389.0,1.0
4491.0,3097.0,1.0
4491.0,4994.0,1.0
4491.0,1739.0,1.0
4492.0,1738.0,1.0
4492.0,3714.0,1.0
4492.0,2004.0,1.0
4492.0,1995.0,1.0
4492.0,1485.0,1.0
4492.0,5027.0,1.0
4492.0,2323.0,1.0
4492.0,4251.0,1.0
4492.0,1329.0,1.0
4492.0,1481.0,1.0
4492.0,1475.0,1.0
4492.0,1439.0,1.0
4492.0,2012.0,1.0
4492.0,2330.0,1.0
4492.0,4566.0,1.0
4492.0,1501.0,1.0
4492.0,4688.0,1.0
4492.0,2336.0,1.0
4492.0,1713.0,1.0
4492.0,1340.0,1.0
4492.0,6941.0,1.0
4492.0,2331.0,1.0
4492.0,5711.0,1.0
4492.0,1128.0,1.0
4492.0,1741.0,1.0
4492.0,1756.0,1.0
4492.0,2579.0,1.0
4492.0,2351.0,1.0
4492.0,1312.0,1.0
4492.0,2670.0,1.0
4492.0,2046.0,1.0
4492.0,2234.0,1.0
4492.0,1316.0,1.0
4492.0,1494.0,1.0
4492.0,2032.0,1.0
4493.0,5109.0,1.0
4493.0,2680.0,1.0
4493.0,3177.0,1.0
4493.0,1325.0,1.0
4494.0,2776.0,1.0
4494.0,2685.0,1.0
4494.0,2043.0,1.0
4494.0,2680.0,1.0
4495.0,6942.0,1.0
4495.0,958.0,1.0
4496.0,958.0,1.0
4497.0,961.0,1.0
4497.0,6943.0,1.0
4497.0,6944.0,1.0
4498.0,1001.0,1.0
4501.0,874.0,1.0
4502.0,2382.0,1.0
4502.0,1011.0,1.0
4502.0,1162.0,1.0
4503.0,971.0,1.0
4504.0,973.0,1.0
4505.0,1635.0,1.0
4505.0,2077.0,1.0
4505.0,1656.0,1.0
4505.0,3420.0,1.0
4505.0,1999.0,1.0
4505.0,1454.0,1.0
4505.0,3674.0,1.0
4505.0,1896.0,1.0
4505.0,1743.0,1.0
4505.0,1374.0,1.0
4505.0,1471.0,1.0
4505.0,2024.0,1.0
4505.0,1678.0,1.0
4505.0,3289.0,1.0
4505.0,6945.0,1.0
4505.0,4619.0,1.0
4506.0,1470.0,1.0
4506.0,2000.0,1.0
4506.0,1287.0,1.0
4506.0,2109.0,1.0
4507.0,4607.0,1.0
4507.0,1229.0,1.0
4507.0,2102.0,1.0
4507.0,1472.0,1.0
4507.0,1482.0,1.0
4508.0,3083.0,1.0
4508.0,3691.0,1.0
4509.0,1683.0,1.0
4509.0,4005.0,1.0
4510.0,4537.0,1.0
4510.0,4943.0,1.0
4510.0,2992.0,1.0
4510.0,2007.0,1.0
4510.0,1513.0,1.0
4510.0,3083.0,1.0
4510.0,4256.0,1.0
4510.0,4911.0,1.0
4510.0,2227.0,1.0
4510.0,1289.0,1.0
4510.0,4637.0,1.0
4510.0,3484.0,1.0
4510.0,1280.0,1.0
4511.0,1488.0,1.0
4511.0,1275.0,1.0
4511.0,5005.0,1.0
4511.0,1018.0,1.0
4511.0,4012.0,1.0
4511.0,1102.0,1.0
4512.0,985.0,1.0
4513.0,2143.0,1.0
4513.0,985.0,1.0
4514.0,1885.0,1.0
4514.0,5636.0,1.0
4514.0,3789.0,1.0
4516.0,5517.0,1.0
4516.0,692.0,1.0
4516.0,4047.0,1.0
4516.0,4182.0,1.0
4517.0,169.0,1.0
4519.0,506.0,1.0
4520.0,2969.0,1.0
4521.0,4607.0,1.0
4523.0,67.0,1.0
4523.0,1008.0,1.0
4523.0,3493.0,1.0
4523.0,1187.0,1.0
4523.0,262.0,1.0
4523.0,139.0,1.0
4523.0,2419.0,1.0
4524.0,1275.0,1.0
4524.0,6947.0,1.0
4524.0,1466.0,1.0
4524.0,3483.0,1.0
4524.0,4475.0,1.0
4524.0,3741.0,1.0
4525.0,6948.0,1.0
4525.0,1852.0,1.0
4526.0,136.0,1.0
4526.0,3318.0,1.0
4527.0,1052.0,1.0
4527.0,2532.0,1.0
4528.0,1909.0,1.0
4528.0,1866.0,1.0
4528.0,1361.0,1.0
4529.0,1768.0,1.0
4532.0,1613.0,1.0
4533.0,1372.0,1.0
4534.0,1371.0,1.0
4534.0,1372.0,1.0
4534.0,1126.0,1.0
4535.0,984.0,1.0
4535.0,1445.0,1.0
4536.0,3024.0,1.0
4537.0,6949.0,1.0
4538.0,4352.0,1.0
4538.0,6913.0,1.0
4540.0,6950.0,1.0
4542.0,2204.0,1.0
4544.0,5338.0,1.0
4544.0,4049.0,1.0
4547.0,1377.0,1.0
4547.0,1961.0,1.0
4547.0,4316.0,1.0
4547.0,1665.0,1.0
4548.0,1996.0,1.0
4548.0,5296.0,1.0
4548.0,1453.0,1.0
4550.0,3163.0,1.0
4551.0,5620.0,1.0
4551.0,1278.0,1.0
4551.0,1301.0,1.0
4551.0,3554.0,1.0
4551.0,5093.0,1.0
4555.0,2102.0,1.0
4556.0,1955.0,1.0
4556.0,1122.0,1.0
4558.0,6147.0,1.0
4558.0,2776.0,1.0
4558.0,2745.0,1.0
4558.0,5777.0,1.0
4558.0,4972.0,1.0
4558.0,2921.0,1.0
4558.0,3365.0,1.0
4558.0,2158.0,1.0
4558.0,1726.0,1.0
4558.0,3366.0,1.0
4558.0,5768.0,1.0
4558.0,6951.0,1.0
4558.0,2781.0,1.0
4558.0,2780.0,1.0
4558.0,5641.0,1.0
4558.0,5949.0,1.0
4558.0,6764.0,1.0
4558.0,5720.0,1.0
4558.0,3773.0,1.0
4558.0,2811.0,1.0
4558.0,4472.0,1.0
4558.0,6408.0,1.0
4558.0,3932.0,1.0
4558.0,3934.0,1.0
4561.0,2118.0,1.0
4561.0,2000.0,1.0
4561.0,3351.0,1.0
4561.0,4899.0,1.0
4562.0,1193.0,1.0
4562.0,6952.0,1.0
4564.0,3488.0,1.0
4565.0,1906.0,1.0
4566.0,69.0,1.0
4566.0,1502.0,1.0
4566.0,2560.0,1.0
4566.0,2227.0,1.0
4566.0,4899.0,1.0
4566.0,5366.0,1.0
4566.0,4279.0,1.0
4566.0,3554.0,1.0
4566.0,4277.0,1.0
4567.0,6953.0,1.0
4567.0,6339.0,1.0
4568.0,4659.0,1.0
4569.0,1501.0,1.0
4569.0,3084.0,1.0
4569.0,2333.0,1.0
4569.0,1688.0,1.0
4570.0,4410.0,1.0
4570.0,6307.0,1.0
4571.0,5638.0,1.0
4571.0,2249.0,1.0
4571.0,2900.0,1.0
4571.0,6488.0,1.0
4571.0,6954.0,1.0
4571.0,6917.0,1.0
4571.0,6918.0,1.0
4572.0,1767.0,1.0
4572.0,6955.0,1.0
4573.0,1296.0,1.0
4573.0,1480.0,1.0
4573.0,1018.0,1.0
4573.0,1351.0,1.0
4575.0,1351.0,1.0
4575.0,5330.0,1.0
4575.0,5083.0,1.0
4575.0,1329.0,1.0
4575.0,2032.0,1.0
4575.0,5270.0,1.0
4575.0,2741.0,1.0
4575.0,1766.0,1.0
4576.0,3740.0,1.0
4576.0,3136.0,1.0
4577.0,4016.0,1.0
4577.0,2231.0,1.0
4577.0,2368.0,1.0
4577.0,5112.0,1.0
4577.0,2375.0,1.0
4578.0,2228.0,1.0
4578.0,2375.0,1.0
4578.0,2557.0,1.0
4578.0,2361.0,1.0
4578.0,2280.0,1.0
4578.0,2003.0,1.0
4578.0,1487.0,1.0
4578.0,4140.0,1.0
4579.0,2554.0,1.0
4579.0,6956.0,1.0
4580.0,2280.0,1.0
4580.0,4034.0,1.0
4581.0,4142.0,1.0
4581.0,3270.0,1.0
4581.0,5890.0,1.0
4582.0,6958.0,1.0
4583.0,5850.0,1.0
4583.0,2561.0,1.0
4583.0,2736.0,1.0
4583.0,2721.0,1.0
4583.0,1225.0,1.0
4583.0,2151.0,1.0
4584.0,5570.0,1.0
4584.0,4588.0,1.0
4584.0,3353.0,1.0
4585.0,3144.0,1.0
4585.0,3764.0,1.0
4585.0,5597.0,1.0
4586.0,6346.0,1.0
4586.0,5522.0,1.0
4586.0,2329.0,1.0
4586.0,3269.0,1.0
4586.0,3235.0,1.0
4588.0,4584.0,1.0
4588.0,3353.0,1.0
4588.0,3000.0,1.0
4588.0,5570.0,1.0
4588.0,4164.0,1.0
4588.0,6304.0,1.0
4588.0,6287.0,1.0
4588.0,3473.0,1.0
4588.0,3758.0,1.0
4588.0,2757.0,1.0
4588.0,4165.0,1.0
4588.0,5216.0,1.0
4588.0,2707.0,1.0
4589.0,1782.0,1.0
4590.0,3222.0,1.0
4590.0,6001.0,1.0
4590.0,5787.0,1.0
4590.0,3833.0,1.0
4591.0,4037.0,1.0
4591.0,2771.0,1.0
4593.0,1445.0,1.0
4593.0,2765.0,1.0
4593.0,3008.0,1.0
4593.0,3798.0,1.0
4593.0,2832.0,1.0
4593.0,2781.0,1.0
4593.0,3790.0,1.0
4593.0,4973.0,1.0
4593.0,5701.0,1.0
4593.0,3477.0,1.0
4594.0,4691.0,1.0
4595.0,4600.0,1.0
4595.0,3373.0,1.0
4595.0,6699.0,1.0
4596.0,3007.0,1.0
4597.0,694.0,1.0
4597.0,5617.0,1.0
4597.0,2743.0,1.0
4597.0,4887.0,1.0
4597.0,2408.0,1.0
4597.0,3362.0,1.0
4597.0,3798.0,1.0
4597.0,4037.0,1.0
4597.0,3866.0,1.0
4597.0,2405.0,1.0
4598.0,2723.0,1.0
4598.0,5794.0,1.0
4598.0,3790.0,1.0
4598.0,3364.0,1.0
4598.0,6409.0,1.0
4598.0,2031.0,1.0
4598.0,2635.0,1.0
4599.0,3167.0,1.0
4599.0,2403.0,1.0
4599.0,3808.0,1.0
4599.0,2249.0,1.0
4599.0,2042.0,1.0
4599.0,2827.0,1.0
4599.0,2771.0,1.0
4599.0,2407.0,1.0
4599.0,2778.0,1.0
4599.0,2658.0,1.0
4599.0,3365.0,1.0
4599.0,6919.0,1.0
4599.0,3476.0,1.0
4599.0,5939.0,1.0
4599.0,2781.0,1.0
4599.0,3801.0,1.0
4599.0,5549.0,1.0
4599.0,4448.0,1.0
4599.0,2777.0,1.0
4599.0,4600.0,1.0
4599.0,3803.0,1.0
4600.0,3805.0,1.0
4600.0,2750.0,1.0
4600.0,3366.0,1.0
4600.0,3472.0,1.0
4600.0,4037.0,1.0
4600.0,2826.0,1.0
4600.0,4413.0,1.0
4600.0,3365.0,1.0
4600.0,2775.0,1.0
4600.0,2409.0,1.0
4600.0,3181.0,1.0
4600.0,2781.0,1.0
4600.0,3790.0,1.0
4600.0,2956.0,1.0
4600.0,4595.0,1.0
4600.0,5665.0,1.0
4600.0,4694.0,1.0
4600.0,5554.0,1.0
4601.0,1382.0,1.0
4601.0,971.0,1.0
4601.0,1166.0,1.0
4601.0,989.0,1.0
4601.0,1381.0,1.0
4601.0,1377.0,1.0
4601.0,1376.0,1.0
4601.0,2195.0,1.0
4601.0,4075.0,1.0
4601.0,5181.0,1.0
4603.0,998.0,1.0
4604.0,999.0,1.0
4604.0,1370.0,1.0
4604.0,1399.0,1.0
4605.0,1826.0,1.0
4605.0,1001.0,1.0
4606.0,2501.0,1.0
4606.0,1001.0,1.0
4607.0,1609.0,1.0
4608.0,1052.0,1.0
4609.0,540.0,1.0
4610.0,412.0,1.0
4610.0,262.0,1.0
4611.0,4017.0,1.0
4614.0,2206.0,1.0
4614.0,1311.0,1.0
4614.0,1790.0,1.0
4615.0,1363.0,1.0
4615.0,6125.0,1.0
4616.0,3289.0,1.0
4616.0,3679.0,1.0
4617.0,1497.0,1.0
4618.0,1447.0,1.0
4618.0,1567.0,1.0
4618.0,1254.0,1.0
4618.0,4421.0,1.0
4618.0,1290.0,1.0
4618.0,1291.0,1.0
4618.0,2078.0,1.0
4618.0,4465.0,1.0
4619.0,1877.0,1.0
4619.0,5428.0,1.0
4619.0,4616.0,1.0
4619.0,2096.0,1.0
4619.0,4505.0,1.0
4619.0,658.0,1.0
4620.0,2107.0,1.0
4620.0,5268.0,1.0
4620.0,1955.0,1.0
4621.0,1469.0,1.0
4621.0,1680.0,1.0
4621.0,1275.0,1.0
4622.0,1018.0,1.0
4622.0,1504.0,1.0
4622.0,3099.0,1.0
4623.0,1018.0,1.0
4623.0,942.0,1.0
4624.0,460.0,1.0
4624.0,1908.0,1.0
4624.0,2106.0,1.0
4624.0,1296.0,1.0
4624.0,3668.0,1.0
4625.0,67.0,1.0
4625.0,2012.0,1.0
4625.0,4637.0,1.0
4626.0,2115.0,1.0
4626.0,1198.0,1.0
4627.0,2511.0,1.0
4627.0,1482.0,1.0
4628.0,1501.0,1.0
4629.0,2023.0,1.0
4630.0,1198.0,1.0
4632.0,6871.0,1.0
4632.0,5337.0,1.0
4632.0,4684.0,1.0
4632.0,2010.0,1.0
4632.0,2007.0,1.0
4633.0,3421.0,1.0
4633.0,1773.0,1.0
4634.0,1357.0,1.0
4635.0,2023.0,1.0
4636.0,951.0,1.0
4636.0,5672.0,1.0
4637.0,4945.0,1.0
4637.0,5535.0,1.0
4637.0,3085.0,1.0
4637.0,3482.0,1.0
4637.0,4625.0,1.0
4637.0,1048.0,1.0
4637.0,4266.0,1.0
4637.0,4510.0,1.0
4638.0,1296.0,1.0
4638.0,1473.0,1.0
4638.0,1281.0,1.0
4638.0,2227.0,1.0
4639.0,3718.0,1.0
4640.0,3484.0,1.0
4640.0,4412.0,1.0
4640.0,2227.0,1.0
4640.0,5313.0,1.0
4640.0,2115.0,1.0
4641.0,1275.0,1.0
4641.0,4322.0,1.0
4641.0,1350.0,1.0
4641.0,2279.0,1.0
4643.0,811.0,1.0
4643.0,3567.0,1.0
4643.0,785.0,1.0
4643.0,1018.0,1.0
4643.0,4235.0,1.0
4643.0,2106.0,1.0
4644.0,1291.0,1.0
4644.0,1198.0,1.0
4644.0,4744.0,1.0
4644.0,4638.0,1.0
4644.0,5866.0,1.0
4645.0,4475.0,1.0
4645.0,1324.0,1.0
4645.0,4132.0,1.0
4645.0,4268.0,1.0
